,name,year,rating,votes,certificate,plot,url,Action,Adventure,Comedy,Crime,Family,Fantasy,Mystery,Sci-Fi,Thriller
1066,Freedom Fighters,2003,8.4,681.0,T,"In an alternate present, a vigilante named Chris Stone works to return New York City to its people as the Soviet Union continue their conquest for global rule.",https://www.imdb.com/title/tt0382041/?ref_=adv_li_tt,True,False,False,False,False,False,False,False,True
1067,TimeSplitters: Future Perfect,2005,8.7,810.0,M,"Sent to undo the TimeSplitter threat, Cortez journeys into 6 different time periods to track down Jacob Crow who created the TimeSplitter creatures.",https://www.imdb.com/title/tt0453557/?ref_=adv_li_tt,True,True,False,False,False,False,False,True,False
1068,Indiana Jones and the Emperor's Tomb,2003,8.2,498.0,T,"Indiana Jones is asked by a Chinese diplomat to find a mythical black pearl called Heart of the Dragon, supposedly buried in the long lost tomb of the first emperor of China, that grants unlimited power to its owner.",https://www.imdb.com/title/tt0327950/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
1069,X-Men: The Official Game,2006,6.5,749.0,T,"Play as Wolverine, Nightcrawler, and Iceman in this action tie-in game that bridges the gap between X2: X-Men United (2003) and X-Men: The Last Stand (2006).",https://www.imdb.com/title/tt0807737/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
1070,Jurassic Park,1993,6.8,464.0,K-A,Video game of the mega hit movie.,https://www.imdb.com/title/tt0478182/?ref_=adv_li_tt,True,True,False,False,False,False,False,True,False
1071,The Legend of Zelda: Skyward Sword,2011,8.3,2.323,E10+,"Born on an island suspended in the sky, a young man, Link, accepts his destiny to venture to the world below to save his childhood friend, Zelda, and the land from evil forces through the use of a mysterious sword.",https://www.imdb.com/title/tt2090679/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
1072,Fire Emblem: Awakening,2012,8.8,932.0,T,"During a turbulent era, Chrom, the prince of Ylisse and descendant of the Hero-King Marth, leads The Shepherds in observing and combating the bizarre activities of the neighboring country Plegia.",https://www.imdb.com/title/tt3370540/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
1073,Alias,2004,6.5,489.0,T,"Based on the hit television show, a third-person based game about CIA/Alliance double-agent Sydney Bristow.",https://www.imdb.com/title/tt0364931/?ref_=adv_li_tt,True,True,False,True,False,False,False,False,False
1074,The Bourne Conspiracy,2008,7.1,466.0,T,"Game that takes place prior to, and during the events of the film The Bourne Identity (2002).",https://www.imdb.com/title/tt1266631/?ref_=adv_li_tt,True,True,False,True,False,False,False,False,False
1075,Hellboy: The Science of Evil,2008,6.2,440.0,T,"On the trail of a crazed witch, Hellboy uncovers a Nazi plot for world domination and must rush to defeat the crazed Hermann Von Klempt before he can exert his evil will upon a hapless world.",https://www.imdb.com/title/tt0809435/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
1077,Halo Wars 2,2017,7.3,508.0,T,"After spending decades in cryogenic sleep, the crew of the Spirit of Fire wake to find themselves on a Forerunner installation known as the Ark. But they are not alone.",https://www.imdb.com/title/tt6041280/?ref_=adv_li_tt,True,False,False,False,False,False,False,True,False
1078,The Darkness II,2012,7.7,1.415,M,"Jackie Estacado is now the Don of the Franchetti crime family. A brotherhood seeks the Darkness' powers for themselves using the Siphon, created to ensnare the Darkness by an entity known as the Angelus.",https://www.imdb.com/title/tt2184299/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,False
1079,Chernobylite,2019,6.6,52.0,M,"Chernobylite is a science-fiction survival horror experience, mixing the free exploration of its disturbing world with challenging combat, unique crafting, and non-linear storytelling.",https://www.imdb.com/title/tt12815364/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
1080,DmC: Devil May Cry - Definitive Edition,2015,7.5,35.0,M,No Plot,https://www.imdb.com/title/tt15447706/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
1081,Ben 10: Power Trip,2020,6.9,34.0,E10+,"Evil Hex has cursed Europe and only Ben 10 can stop him, Explore a 3D world filled with combat, puzzles and secrets as you save the day.",https://www.imdb.com/title/tt13665834/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
1082,Mario Kart 8,2014,8.6,2.236,E,"Mario and the rest race against each other for the gold cup again. Underwater and air gliding returns. Mario Kart 8 introduces zero gravity, and has a total of 48 race tracks.",https://www.imdb.com/title/tt2975604/?ref_=adv_li_tt,True,False,False,False,True,True,False,False,False
1083,Treasure Planet,2002,7.2,168.0,E,Action-adventure 3-D platformer racing game for PlayStation based on Disney's animated movie Treasure Planet (2002). Young Jim Hawkins (Joseph Gordon-Levitt) must navigate platforming and time-trial racing levels to reach the planet and its treasure.,https://www.imdb.com/title/tt1602487/?ref_=adv_li_tt,True,True,False,False,True,False,False,False,False
1084,Fright Night,1988,8.1,20.0,nan,"Players assume the identity of vampire Jerry Dandrige, who searches his mansion for intruders to kill.",https://www.imdb.com/title/tt7043970/?ref_=adv_li_tt,True,False,False,False,False,False,False,False,False
1085,Star Wars: The Old Republic - Shadow of Revan,2014,8.0,377.0,T,"Darth Revan, once the prodigal knight and saviour of the republic, has returned seemingly from the dead. He leads an army of extremist zealots on a crusade to destroy both the empire and ... See full summary »",https://www.imdb.com/title/tt4266658/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
1086,At Dead of Night,2020,7.5,115.0,nan,"Maya must escape a remote hotel run by a psychopath called Jimmy Hall by communicating with the ghosts of Jimmy's victims, who materialise around the hotel and gradually reveal their story.",https://www.imdb.com/title/tt13951970/?ref_=adv_li_tt,True,False,False,False,False,False,False,False,False
1087,Yakuza 5,2012,8.0,321.0,M,"The story begins in Fukuoka with Daigo Dojima having met with Tadashi Madarame, the patriarch of the local clan. Daigo then leaves to meet discreetly with Kazuma Kiryu who now lives under ... See full summary »",https://www.imdb.com/title/tt6423782/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,False
1088,Mortal Kombat 3,1995,7.7,2.021,M,"Sindel is reincarnated in Earthrealm, and billions of their souls are being stripped as it becomes a part of Outworld. Shao Kahn unleashes squads to kill any Earthrealm survivors, so Raiden's chosen warriors are send in to repel Shao Kahn.",https://www.imdb.com/title/tt0202480/?ref_=adv_li_tt,True,False,False,False,False,True,False,False,False
1089,Arknights,2020,8.6,25.0,nan,No Plot,https://www.imdb.com/title/tt13393132/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
1090,Mortal Kombat: Armageddon,2006,7.6,1.514,M,"The fury of Mortal Kombat has brought the realms to the brink of total destruction. Every warrior has been summoned to a last epic battle, where survival depends on their ability to fight.",https://www.imdb.com/title/tt0763846/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
1091,Contra,1987,8.3,1.517,E10+,"A terrorist organization named Red Falcon declares war on humanity and tries to take over the Earth. Two soldiers, Bill Rizer and Lance Bean, are sent to stop the Earth's destruction.",https://www.imdb.com/title/tt0206656/?ref_=adv_li_tt,True,True,False,False,False,False,False,True,False
1092,Pepsiman,1999,6.9,214.0,T,"The Japanese mascot for Pepsi®, Pepsiman, runs through various environments refilling a Pepsi® vending machine in San Francisco, re-hydrating some New-Yorkers on-top of a burning building ... See full summary »",https://www.imdb.com/title/tt5987646/?ref_=adv_li_tt,True,True,True,False,False,False,False,False,False
1093,Cliff Hanger,1983,7.6,46.0,nan,You control a lovable thief through various dangers to rescue a damsel in distress from a villainous count.,https://www.imdb.com/title/tt0161443/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
1094,Persona 3 FES,2007,9.0,724.0,M,A new student arrives at a school full of monsters that attack at night. A team of Persona users recruit him to help battle alongside them to rid the monsters for good.,https://www.imdb.com/title/tt1236211/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
1095,Zathura,2005,6.6,85.0,nan,"Like in the movie that this game is adapted, Danny and Walter must play the dangerous game known as Zathura in order to go back home by battling the Zorgons and other space mutant monsters.",https://www.imdb.com/title/tt13057454/?ref_=adv_li_tt,True,True,False,False,True,False,False,False,False
1096,Chicken Little,2005,6.3,272.0,E10+,Chicken Little is faced with an alien outbreak and must put a stop to it.,https://www.imdb.com/title/tt0490846/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
1097,13 Sentinels: Aegis Rim,2019,8.7,143.0,T,"In 1980s Japan, thirteen high-schoolers are thrust into a futuristic war between giant robots called ""Sentinels"" and mechanical Kaiju as they must fight to prevent humanity's fate of unavoidable destruction.",https://www.imdb.com/title/tt6198140/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
1099,Shadow Fight 2,2013,7.8,108.0,nan,An samurai warrior has turned into a shadow by demons who he wants revenge on.,https://www.imdb.com/title/tt6278204/?ref_=adv_li_tt,True,False,False,False,False,True,False,False,False
1100,G-Force,2009,5.6,209.0,E10+,G-Force draws you into the adventures of an elite team of trained guinea pigs on a mission to thwart a sinister plot to destroy the world. Take control of both G-Force commander Darwin and ... See full summary »,https://www.imdb.com/title/tt1447784/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
1101,Evil Dead: Regeneration,2005,8.2,645.0,M,Ash is charged with the murders of his friends after the horrifying events in the cabin. His story of fighting for his life against supernatural possessed people is lacking in credibility and he is put in a mental institution.,https://www.imdb.com/title/tt0458361/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
1102,Shrek 2: The Video Game,2004,6.9,532.0,E,Princess Fiona's parents invite her and Shrek to dinner to celebrate her marriage. If only they knew the newlyweds were both ogres.,https://www.imdb.com/title/tt0410595/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
1103,Ghostrunner,2020,7.3,302.0,M,"Ascend humanity's last remaining shelter, a great tower-city. The tower is torn by violence, poverty and chaos. Conquer your enemies, discover the secrets of the superstructure and your own... See full summary »",https://www.imdb.com/title/tt12512900/?ref_=adv_li_tt,True,True,False,False,False,False,False,True,False
1104,Half-Life: Counter-Strike,2000,8.5,3.487,M,"A tactical FPS game, in which players assume the roles of members of combating teams of the governmental counter-terrorist forces, or various terrorist militants opposing them.",https://www.imdb.com/title/tt0275393/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,False
1105,Super Mario 3D World + Bowser's Fury,2021,8.7,528.0,E,"Enhanced port of Super Mario 3D World (2013) featuring online multiplayer, Amiibo functionality, a Snapshot feature for taking in-game screenshots, and four-player co-op to the Captain Toad levels.",https://www.imdb.com/title/tt13026416/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
1106,Star Fox 64,1997,8.4,1.675,K-A,"Mad scientist Andross arises as the emperor of Venom and declares war on the entire Lylat System, starting with Corneria. General Pepper sends in the Star Fox team to protect the key planets of the Lylat System and stop Dr. Andross.",https://www.imdb.com/title/tt0241985/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
1108,Lego Star Wars III: The Clone Wars,2011,7.5,1.807,E10+,"Anakin Skywalker and other Jedi fight their way through the Clone Wars, defeating many evil characters and trying to save the Galaxy from the evil Sith and their minions.",https://www.imdb.com/title/tt1612560/?ref_=adv_li_tt,True,True,True,False,False,False,False,False,False
1109,Sonic Colors,2010,7.5,693.0,E,Sonic the Hedgehog must journey through an Interstellar Theme Park created by Dr. Eggman in order to rescue a race of aliens known as the Wisps.,https://www.imdb.com/title/tt1675884/?ref_=adv_li_tt,True,True,False,False,True,False,False,False,False
1110,Donkey Kong,1981,7.4,1.934,E,Jumpman must save Pauline from the giant ape Donkey Kong.,https://www.imdb.com/title/tt0176664/?ref_=adv_li_tt,True,False,False,False,False,False,False,False,False
